JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
Logistics/Warehouse Manager,Canadian Tire Hillside (Store 365),"Victoria, BC",PostedPosted 28 days ago,2022-08-06,"Prepares merchandise for filing, sorts and fills merchandise carts for the retail floor.
As a member of the store’s Management Team, the Warehouse Manager…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=3d83b9fa3cc7edcc&fccid=2e16043297423070&vjs=3
Sales Associate - Government Street,Eddie Bauer,"Victoria, BC",PostedPosted 10 days ago,2022-08-06,The Sales Associate is responsible for driving store sales through outfitting our customers and delivering legendary customer service.,,Retail & Wholesale,ca.indeed.com/rc/clk?jk=a9936a63aa4e554d&fccid=068a41cd2b5a8d9f&vjs=3
Lessons Coordinator,Long & McQuade,"Victoria, BC",PostedPosted 28 days ago,2022-08-06,"Liaise with store staff to promote and market Long & McQuade products and services.
Train and supervise lesson staff.
Confirm and administer teacher pays.",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=08080cd2fdedc064&fccid=5c236a19046f8284&vjs=3
(CAN) Cashier / Customer Experience Associate,Walmart Canada,"Victoria, BC+1 location",PostedPosted 30+ days ago,2022-08-06,"Our part time flex roles provide flexibility of more hours or less hours when needed.
Walmart will accommodate the disability-related needs of applicants and…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=911bcbf2cc2a29d7&fccid=822bc5d9a49270ea&vjs=3
Financial Controller,Planet Inc.,"Victoria, BC",PostedPosted 11 days ago,2022-08-06,"Managing weekly cash flow activities, including disbursing payments, recording receipts, forecasting cash flows, and advising senior management of cash flow…",$33–$38 an hour,Retail & Wholesale,ca.indeed.com/company/Planet-Inc./jobs/Financial-Controller-8de94924a0607dde?fccid=54b7d0f5c4b6576a&vjs=3
Sports - Customer Experience Associate,Canadian Tire Hillside (Store 365),"Victoria, BC",PostedPosted 28 days ago,2022-08-06,"Greet & engage customers in your department.
Strive to make customers for life.
Highly approachable, customer-oriented individual who thrives in offering…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=426518b8e0409a5c&fccid=2e16043297423070&vjs=3
(CAN) Merchandising Store Associate,Walmart Canada,"Victoria, BC+1 location",PostedPosted 30+ days ago,2022-08-06,"Our part time flex roles provide flexibility of more hours or less hours when needed.
Walmart will accommodate the disability-related needs of applicants and…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=24f54502335288cd&fccid=822bc5d9a49270ea&vjs=3
Team Member (Full & Part Time Storewide Opportunities),Whole Foods Market,"Victoria, BC",PostedPosted 16 days ago,2022-08-06,"Completion of certain milestones such as obtaining an advanced degree or certification, time in current position, or developing skills to perform at the higher…",Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d83419e5754e8ff7&fccid=ea10be8bb95dc939&vjs=3
Bottle Depot Staff,Sidney Bottle Depot,"Sidney, BC",PostedPosted 7 days ago,2022-08-06,"Forklift license training provided by employer (Optional).
Full time available for someone who can work 9AM-5PM Tuesday to Saturday.",$20–$25 an hour,Retail & Wholesale,ca.indeed.com/company/Sidney-Bottle-Depot/jobs/Bottle-Depot-Staff-02f3a6a58fcbc509?fccid=2d8302734dc498d6&vjs=3
Team Member (Full & Part Time Storewide Opportunities),Whole Foods Market,"Victoria, BC",PostedPosted 16 days ago,2022-08-06,"Completion of certain milestones such as obtaining an advanced degree or certification, time in current position, or developing skills to perform at the higher…",Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d83419e5754e8ff7&fccid=ea10be8bb95dc939&vjs=3
Bottle Depot Staff,Sidney Bottle Depot,"Sidney, BC",PostedPosted 7 days ago,2022-08-06,"Forklift license training provided by employer (Optional).
Full time available for someone who can work 9AM-5PM Tuesday to Saturday.",$20–$25 an hour,Retail & Wholesale,ca.indeed.com/company/Sidney-Bottle-Depot/jobs/Bottle-Depot-Staff-02f3a6a58fcbc509?fccid=2d8302734dc498d6&vjs=3
Cashier (Flex Availability),Canadian Tire Hillside (Store 365),"Victoria, BC",PostedPosted 1 day ago,2022-08-06,"Balances cash and is aware of amount of cash on hand.
Operates cash register and all point of sale functions.
Basic math and typing skills.",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=cce875f0aa151014&fccid=2e16043297423070&vjs=3
"Customer Operations Coordinator (8 month term), AbeBooks",AbeBooks Inc.,"Victoria, BC",PostedPosted 21 days ago,2022-08-06,"This set of initiatives will empower customers to self-serve more, increase our efficiency, improve accessibility, and allow us to engage with customers more…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=3a3c5d419ba7c291&fccid=fe2d21eef233e94a&vjs=3
Stock Service - Early Morning,London Drugs Limited,"Victoria, BC",PostedPosted 4 days ago,2022-08-06,"The Stock Service (Early Morning) position is generally responsible for providing physical assistance in moving merchandise between sales and stock areas, as…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=50e14e2747779270&fccid=b18852622016e1ba&vjs=3
Sales Service Aisle Person,London Drugs Limited,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"If you have a high degree of productivity, good customer service skills, have good cash handling abilities, and are efficient and knowledgeable in cash register…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=1d81f98b3269649a&fccid=b18852622016e1ba&vjs=3
Optical Associate,Optiks International,"Victoria, BC",PostedToday,2022-08-06,Our employees receive competitive salaries and great benefits - including an outstanding eyewear program!,Part-time,Retail & Wholesale,ca.indeed.com/company/Inspired-by-Rossland/jobs/Optical-Associate-32b5dcfc91f3e199?fccid=bd282c720f43d054&vjs=3
Cashier Assistant,Costco Wholesale,"Victoria, BC",Hiring ongoing,2022-08-06,"Runs for items such as, merchandise, boxes, register supplies and item numbers as requested by cashiers to keep lines moving smoothly.",$17.50–$18.00 an hour,Retail & Wholesale,ca.indeed.com/company/Costco-Wholesale/jobs/Cashier-Assistant-6799d62a6418c750?fccid=9b77e2b0ccfb3838&vjs=3
Victoria - Store Sales Associate,Running Room,"Victoria, BC",PostedPosted 10 days ago,2022-08-06,"Assist with Brand awareness by assisting store management with social media.
Confident and comfortable engaging customers to deliver a positive experience.",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=aea794510f8fed2c&fccid=f58d0fafc4499a0b&vjs=3
Regulated Pharmacy Technician,London Drugs Limited,"Victoria, BC+1 location",PostedToday,2022-08-06,"Duties will include customer service, telephone inquiries and general housekeeping duties.
Other responsibilities will include involvement of ordering and…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=1e4d9bf705423a81&fccid=b18852622016e1ba&vjs=3
Tire Technician - Seasonal (Training Provided),Kal Tire,"Victoria, BC",PostedToday,2022-08-06,We’re hiring seasonal part-time and full-time tire technicians with flexibility to suit you and competitive wages.,Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c38fe1f0b60087b2&fccid=c288d8a94e53b663&vjs=3
(CAN) Administrative Store Support,Walmart Canada,"Victoria, BC+1 location",PostedPosted 30+ days ago,2022-08-06,Walmart will accommodate the disability-related needs of applicants and associates as required by law.,Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=4c5fba3ac6a01095&fccid=822bc5d9a49270ea&vjs=3
Product Guide,Arc'teryx,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Answering store phones and responding to voicemails and store emails; on occasion, this could include responding on the Epicenter social media channels.",Part-time +1,Retail & Wholesale,ca.indeed.com/rc/clk?jk=35c3804fa4bf679f&fccid=c899d1c8c8e6ff07&vjs=3
Inside Sales Representative,Brock White,"Victoria, BC",PostedPosted 11 days ago,2022-08-06,"Oversee responses to customer order and quotation requests for all levels of accounts received via outside salespersons, telephone, e-mail, and written and…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=1f388735923a38d7&fccid=a377e74b0cf4c51f&vjs=3
Production Worker,Individual Drycleaners Ltd,"Victoria, BC",EmployerActive 15 days ago,2022-08-06,"Victoria, BC: reliably commute or plan to relocate before starting work (required).
This is a Monday to Friday position of approximately 30-35 hrs per week.",From $19 an hour,Retail & Wholesale,ca.indeed.com/company/Individual-Drycleaners-Ltd/jobs/Production-Worker-cfff5027d33ba9d7?fccid=7f1b525c1ee260bb&vjs=3
POSTAL CLERK,Rexall Pharmacy Group ULC,"Victoria, BC",PostedPosted 8 days ago,2022-08-06,"No degree, certificate or diploma.",$16.15–$16.80 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=bc743ee105bb4652&fccid=1b1dd7a14cf63907&vjs=3
Assistant Manager (Starbucks),Starbucks,"Victoria, BC",PostedPosted 4 days ago,2022-08-06,"This role is a hands-on experience that develops your supervisory experience, coaching skills, coffee/ tea passion and business acumen, all to build your…",$18–$20 an hour,Retail & Wholesale,ca.indeed.com/company/Starbucks/jobs/Assistant-Manager-88916e89e10801dc?fccid=a88e611ddef97571&vjs=3
Shipper/Receiver,Long & McQuade,"Victoria, BC",PostedPosted 28 days ago,2022-08-06,"Inspect all incoming shipments for condition and verify accuracy against purchase orders.
Keep shipping/receiving area clean and organized and ensure compliance…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=fc4d94ebcebc8ef1&fccid=5c236a19046f8284&vjs=3
Hardware store seeks cashiers/customer service,Oak Bay Home Hardware,"Oak Bay, BC",PostedPosted 5 days ago,2022-08-06,"Oak Bay, BC: reliably commute or plan to relocate before starting work (preferred).
Experience preferred and hardware related knowledge is an asset, but all…",$15.65–$23.40 an hour,Retail & Wholesale,ca.indeed.com/company/OAK-BAY-HOME-HARDWARE/jobs/Hardware-Store-Seek-Cashier-Customer-Service-f9f9a1bf9415ee06?fccid=fb2c6245b9d09bc8&vjs=3
Sewing Machine Operator,ecologyst,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"You are an experienced sewing machine operator and are ready for production work in our local factory in Victoria, BC.",$20.46 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c4e80c3f3e6bdede&fccid=7ac08802079be058&vjs=3
Auxiliary Posting (Saanich),BC Cannabis Stores,"Saanich, BC",PostedPosted 30+ days ago,2022-08-06,"Cannabis Product Consultants at BC Cannabis Stores, operated by the LDB, are cannabis subject matter experts for both customers and staff and the first point of…",$19.45 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=c029017266325caf&fccid=065a646064bf4100&vjs=3
Esquimalt Full-time Assistant Bakery Manager,Country Grocer,"Esquimalt, BC",PostedPosted 9 days ago,2022-08-06,"Self-directed RRSP and company matching program.
Team Member assistance and wellness program.
No experience $21.45/hour; $22.45+ for demonstrated experience.",$21.45 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=e72fc65acf603a54&fccid=d190c91ba1b267f8&vjs=3
Warehouse/Logistics Associate,Canadian Tire Hillside (Store 365),"Victoria, BC",PostedToday,2022-08-06,"Prepares merchandise for filing, sorts and fills merchandise carts for the retail floor.
Receives, scans, verifies, and stores all incoming and overstock…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d3ee9ffc7338d6eb&fccid=2e16043297423070&vjs=3
Cashier/Customer Service,For Good Measure,"Victoria, BC",PostedPosted 1 day ago,2022-08-06,This position is uniquely split between being a cashier/barista and interacting with our wonderful customers and packaging/organizing the store.,From $17 an hour,Retail & Wholesale,ca.indeed.com/company/For-Good-Measure/jobs/Cashier-Customer-Service-a121db23351066e2?fccid=38013ca1962467cc&vjs=3
Full Time Sales Consultant,Moores Clothing for Men,"Victoria, BC",PostedPosted 13 days ago,2022-08-06,Training is a key piece of our success and every new member that joins Moores will receive quality training as they progress in their role with new hire…,$18–$19 an hour,Retail & Wholesale,ca.indeed.com/company/Moores-Clothing-for-Men/jobs/Sales-Consultant-5df210171c9144d9?fccid=547ac31a9f257cc2&vjs=3
Warehouse Associate - Part-Time,Sleep Country,"Langford, BC",PostedPosted 17 days ago,2022-08-06,"We will provide you with a Tuition reimbursement program that covers professional AND personal development (yes, it means that you can get reimbursed for your…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=b1390633e5d9d7c6&fccid=abae91cac4f7e94e&vjs=3
Retail Sales Associate,M&M Food Market,"Victoria, BC",EmployerActive 15 days ago,2022-08-06,"Takes a genuine interest in customers and creating a delightful in-store experience, always taking into consideration the brand promise to help customers.",Part-time +1,Retail & Wholesale,ca.indeed.com/company/M&M-Food-Market/jobs/Retail-Sales-Associate-b973f31483511aa9?fccid=9667f198ed963e9e&vjs=3
Part Time Educator (Victoria Retail Team),ecologyst,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"We're looking for someone to join our team for part-time work in our store, supporting the local community in making intentional purchases.",$20.46 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=f89ca7ff61efb405&fccid=7ac08802079be058&vjs=3
"gérant de magasin, Victoria - La Source",The Source (Bell) Electronics Inc.,"Victoria, BC",PostedPosted 7 days ago,2022-08-06,"Associez-vous aux équipes d'assistance pour mettre en œuvre et exécuter des stratégies au sein de votre magasin, tout en restant flexible face aux besoins de l…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=bf77a85a00860a26&fccid=66de17146e6fc4de&vjs=3
Cashier and Post Office Clerk,Pharmasave Broadmead,"Victoria, BC",PostedPosted 2 days ago,2022-08-06,"Full Time, Permanent 32-40 hours per week.
Must be willing to work weekends, evenings and Holidays as required.
Retail Sales: 1 year (preferred).",$15.65–$22.69 an hour,Retail & Wholesale,ca.indeed.com/company/Pharmasave-Broadmead/jobs/Cashier-Post-Office-Clerk-f5db6608ca53a366?fccid=374c20222c8bfb90&vjs=3
Esquimalt Full-time Assistant Bakery Manager,Country Grocer,"Esquimalt, BC",PostedPosted 9 days ago,2022-08-06,"Self-directed RRSP and company matching program.
Team Member assistance and wellness program.
No experience $21.45/hour; $22.45+ for demonstrated experience.",$21.45 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=e72fc65acf603a54&fccid=d190c91ba1b267f8&vjs=3
Warehouse/Logistics Associate,Canadian Tire Hillside (Store 365),"Victoria, BC",PostedToday,2022-08-06,"Prepares merchandise for filing, sorts and fills merchandise carts for the retail floor.
Receives, scans, verifies, and stores all incoming and overstock…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=d3ee9ffc7338d6eb&fccid=2e16043297423070&vjs=3
Cashier/Customer Service,For Good Measure,"Victoria, BC",PostedPosted 1 day ago,2022-08-06,This position is uniquely split between being a cashier/barista and interacting with our wonderful customers and packaging/organizing the store.,From $17 an hour,Retail & Wholesale,ca.indeed.com/company/For-Good-Measure/jobs/Cashier-Customer-Service-a121db23351066e2?fccid=38013ca1962467cc&vjs=3
Full Time Sales Consultant,Moores Clothing for Men,"Victoria, BC",PostedPosted 13 days ago,2022-08-06,Training is a key piece of our success and every new member that joins Moores will receive quality training as they progress in their role with new hire…,$18–$19 an hour,Retail & Wholesale,ca.indeed.com/company/Moores-Clothing-for-Men/jobs/Sales-Consultant-5df210171c9144d9?fccid=547ac31a9f257cc2&vjs=3
Warehouse Associate - Part-Time,Sleep Country,"Langford, BC",PostedPosted 17 days ago,2022-08-06,"We will provide you with a Tuition reimbursement program that covers professional AND personal development (yes, it means that you can get reimbursed for your…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=b1390633e5d9d7c6&fccid=abae91cac4f7e94e&vjs=3
Retail Sales Associate,M&M Food Market,"Victoria, BC",EmployerActive 15 days ago,2022-08-06,"Takes a genuine interest in customers and creating a delightful in-store experience, always taking into consideration the brand promise to help customers.",Part-time +1,Retail & Wholesale,ca.indeed.com/company/M&M-Food-Market/jobs/Retail-Sales-Associate-b973f31483511aa9?fccid=9667f198ed963e9e&vjs=3
Part Time Educator (Victoria Retail Team),ecologyst,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"We're looking for someone to join our team for part-time work in our store, supporting the local community in making intentional purchases.",$20.46 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=f89ca7ff61efb405&fccid=7ac08802079be058&vjs=3
"gérant de magasin, Victoria - La Source",The Source (Bell) Electronics Inc.,"Victoria, BC",PostedPosted 7 days ago,2022-08-06,"Associez-vous aux équipes d'assistance pour mettre en œuvre et exécuter des stratégies au sein de votre magasin, tout en restant flexible face aux besoins de l…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=bf77a85a00860a26&fccid=66de17146e6fc4de&vjs=3
Cashier and Post Office Clerk,Pharmasave Broadmead,"Victoria, BC",PostedPosted 2 days ago,2022-08-06,"Full Time, Permanent 32-40 hours per week.
Must be willing to work weekends, evenings and Holidays as required.
Retail Sales: 1 year (preferred).",$15.65–$22.69 an hour,Retail & Wholesale,ca.indeed.com/company/Pharmasave-Broadmead/jobs/Cashier-Post-Office-Clerk-f5db6608ca53a366?fccid=374c20222c8bfb90&vjs=3
Water Delivery Driver,Mount Doug Springs,"Victoria, BC",PostedPosted 4 days ago,2022-08-06,"Arrive at the store at 8am, check delivery manifest for day specific notes(makeup deliveries, cooler deliveries, cooler cleanings) and special bottles(we have a…",From $19 an hour,Retail & Wholesale,ca.indeed.com/company/Mount-Doug-Springs/jobs/Water-Delivery-Driver-16f96bb83c17230c?fccid=9e988fb75599d2fd&vjs=3
Sales Associate,Foot Locker,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Confident and comfortable engaging customers to deliver an elevated experience.
Motivated to achieve great results because of one's enthusiasm from interacting…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=37db99a5e6200260&fccid=5c616ca9b51e8497&vjs=3
"Assistant Manager, Victoria",Purdys Chocolatier,"Victoria, BC",PostedPosted 4 days ago,2022-08-06,We are looking for an Assistant Manager who is: - Passionate about chocolate - Enthusiastic about selling a quality product - Dedicated to providing a great…,Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=fbad869423d2f3b4&fccid=74498c43cc4d6079&vjs=3
Sales Associate,Old Navy,"Victoria, BC",PostedPosted 2 days ago,2022-08-06,"Acknowledge and assist customers; locate merchandise efficiently using various methods; answer questions quickly and accurately.
Virtual health care 24/7*.",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=8b790ec847931799&fccid=be9421d3725f4746&vjs=3
P/T Sales Associate,House Of Knives,"Saanich, BC",PostedPosted 24 days ago,2022-08-06,"Our goal is to match our customers with quality and functional tools, and educate them on how to use and maintain them.
*Part time : *up to 20 hours per week.",$16–$18 an hour,Retail & Wholesale,ca.indeed.com/company/House-of-Knives/jobs/P-T-Sales-Associate-7fc4ecc3e6e0ac31?fccid=e3dfa59863cf244d&vjs=3
Store Manager,Roots,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Perform and supervise store opening and closing procedures including counting register funds, completing bank deposits, opening and closing registers and…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=7aff915749dda8e1&fccid=6e80dbd03fab8a1f&vjs=3
Aerie - Brand Ambassador (Sales Associate) - Canada,American Eagle Outfitters,"Victoria, BC",Posted30+ days ago,2022-08-06,"You're eager to introduce the AEO loyalty program and additional brand channels to guests.
This applies to all AEO activities, including, but not limited to,…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=b3fd3d3df65264ff&fccid=dc736c3075273e2c&vjs=3
Assistant Store Manager - Government Street,Eddie Bauer,"Victoria, BC",Posted3 days ago,2022-08-06,The Assistant Store Manager helps to drive sales in partnership with the Store Manager through the development of a high performing store selling team.,Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=05fc2611035d8140&fccid=068a41cd2b5a8d9f&vjs=3
"Analyst, Data","Sysco Canada, Inc","Remote in Victoria, BC",Posted3 days ago,2022-08-06,"Sysco leads from the heart of food and service to deliver the freshest of foods and ideas to restaurants, healthcare and educational facilities, lodging…",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=ff27deb135c4a417&fccid=053befe8409ab9e4&vjs=3
Sales Service Cashier,London Drugs Limited,"Victoria, BC+1 location",Posted30+ days ago,2022-08-06,"If you have good cash handling abilities, and are efficient and knowledgeable in cash register operations, scanning and bagging techniques, then we have the…",Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=db96b384331e835e&fccid=b18852622016e1ba&vjs=3
Part Time Cashier and Online Shoppers needed at our Tuscany Thrifty Foods Store-PT,Thrifty Foods,"Victoria, BC",Posted3 days ago,2022-08-06,The Cashier will provide customers with friendly and professional service; and will process customer orders in an efficient manner.,Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=9e2478fd4a60a771&fccid=68fcf99f21f6d9d2&vjs=3
Stock Service (Overnight Shift),London Drugs Limited,"Victoria, BC",Posted30+ days ago,2022-08-06,This position is responsible for providing assistance with physically moving merchandise between sales and stock areas and general housekeeping.,Part-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=bfbea27351ad936b&fccid=b18852622016e1ba&vjs=3
Sales And Rentals Associate - Pro Audio & Recording,Long & McQuade,"Victoria, BC",Posted28 days ago,2022-08-06,"Answer telephone calls in a timely and professional manner.
Assist customers to and from vehicle with rental gear.
Physically able to lift up to 65 lbs / 30kg.",Full-time,Retail & Wholesale,ca.indeed.com/rc/clk?jk=270dfde0da9faa84&fccid=5c236a19046f8284&vjs=3
gérant de magasin,La Source,"Victoria, BC",Posted7 days ago,2022-08-06,"Associez-vous aux équipes d'assistance pour mettre en œuvre et exécuter des stratégies au sein de votre magasin, tout en restant flexible face aux besoins de l…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=4cd020cbff96f30f&fccid=e15574232d598ac7&vjs=3
"Territory Manager - Victoria, BC",Southern Glazer’s Wine and Spirits,"Victoria, BC",Posted16 days ago,2022-08-06,"Ability to maintain a valid and current driver’s license.
Make regular sales calls to off-premise customers to cultivate customer relations and satisfaction…",,Retail & Wholesale,ca.indeed.com/rc/clk?jk=153711aeb3a36f44&fccid=52a28443b9a60e8d&vjs=3
WAREHOUSE ASSOCIATE,Sleep Country Canada,"Victoria, BC",Posted3 days ago,2022-08-06,"No degree, certificate or diploma.",$21.25 an hour,Retail & Wholesale,ca.indeed.com/rc/clk?jk=565ffaf73b826436&fccid=abae91cac4f7e94e&vjs=3
Accounting Clerk,WorkLink Employment Society,"Victoria, BC",Employer30+ days ago,2022-08-06,"Personal Vehicle and valid BC Driver’s license.
Assist in the maintenance of complete financial records and client financial documentation including regular…",$24.08–$25.66 an hour,Retail & Wholesale,ca.indeed.com/company/Starbucks/jobs/Accounting-Clerk-d4d71d24713a729c?fccid=a88e611ddef97571&vjs=3
LG Home Electronics Specialist,Match Retail,"Victoria, BC",Posted30 days ago,2022-08-06,"You will be responsible for actively selling to consumers to the point where the sale is handed off to a store associate to complete, while also offering…","$49,920 a year",Retail & Wholesale,ca.indeed.com/rc/clk?jk=72f05c5761e61a8d&fccid=037a54aa62ba6b0e&vjs=3
Deli Clerk,Thrifty Foods,"Victoria, BC+3 locations",EmployerActive 26 days ago,2022-08-06,"Perform program execution and merchandising of product.
We appreciate the interest from the Staffing industry however respectfully request no calls or…",Part-time,Retail & Wholesale,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dq_7b95OAoKKQgNrtz9VyISv5Mrwk6tGtdWTEkpTbojyVG-hD01rsaMriEZ7c99QceGWIOikZSJ14Qje5ylTYECbgPeVCfLsvvtsnfTpGpY3wN1wl-e7KlxQoND7Ijs3L82Xd6H6JzNQ4SQih9AcZTKZP_NwSBpa0hb5GFCT9BxJC-vk0aaz31jES4IKZ7ftKfHJ6rXQzsKl0m4-9M0VSUs9s_EovQoIKF8c6p7MjDk3qkf5UI2qRmoq8D-W6x-XLZ6FPJ1yamm14VBFui1LvNHhGshogvfdbOcQm_dPHAnIfIybMzsXmEDBTl_K_m_x8i-FjEzaP7ZBnCw4oo1VYj78UJRhdITU5ogFXzSnxRdv5y9CZ5JW-cIjFPwY_7boJFMHjU6hRAk5-JMAg-vAiuTN_UKebL1A6466Oa-h_pZVYPMAy4sQrv49mLXVHfQy9lLWNyo2R8nPSwggG2sAJqjIKqb7vNNAGQI9LkWyzibq_0_3xQtRC-bk16lz7Q0FvVhXS-kCiUN_rQEiNtrLVMLhr8NonVIh0ywrpihsFLVO6sS3AFHhtWyAUn0yQ_G3rmFiTd1gtq7_mGMe5dkPDsrQNlvKUcElYNZ61fIl4e6c0XSeIhvT0kBijnnF1De5d77WmxmZS2Yp3-bHxGxTkWcV8YobtobLZLR2xVL4uFM4z_GlE4ZVKQpBTnXM-iL_mkjrL9OCFE1Q6feIvlsx7D52S_k1U0g3D-KfgF3iRDxuHnObZU70-I3fXXbFHejkyI5XjBi09GrFXhGNfmy0e8S6wRiR6MIpuQ8Ns9KF89PyL5_UcI10RHICpRGfaxwmmK-n3WnpLhIw==&xkcb=SoCc-_M3b6tN3KRvbJ0JbzkdCdPP&p=12&fvj=1&vjs=3
